gender,program_id,n,wins,pct,program_name,group
boys,Abbey Vale Orchard Hill|boys,11,4,0.36363636363636365,B.T. Washington,2A
boys,Abraham Lincoln|boys,10,5,0.5,Lincoln,8A
boys,Adela Robles North|boys,5,5,1.0,Cliffside,9A
boys,Adela Robles|boys,7,6,0.8571428571428571,Biloxi Heights,4A
boys,Adela Villaseñor|boys,6,3,0.5,Cape Jean,7A
boys,Adrian High|boys,6,3,0.5,Adrian,1A
boys,Agate|boys,7,4,0.5714285714285714,Agate,Group 3
boys,Ainhoa Mendizabal|boys,5,4,0.8,Charles Harbor,Group 1
boys,Aitor Echevarria|boys,5,3,0.6,Point Loma,Group 1
boys,Aitor Zubieta|boys,9,5,0.5555555555555556,Borough Beach,8A
boys,Alben Barkley|boys,12,3,0.25,Barkley,2A
boys,Aldecoa Academy of Arts and Letters|boys,7,4,0.5714285714285714,Coyote Springs,Group 1
boys,Aldecoa Applied Sciences Institute|boys,14,6,0.42857142857142855,Deadwood,Group 1
boys,Aldecoa Depot High|boys,7,3,0.42857142857142855,Grant,Group 1
boys,Aldecoa|boys,3,1,0.3333333333333333,Aldecoa,Group 1
boys,Alder Landing Beacon Hill|boys,9,4,0.4444444444444444,Bay Oregon,3A
boys,Alderfield|boys,6,4,0.6666666666666666,Linden,1A
boys,Aldermont|boys,9,6,0.6666666666666666,Cape Angeles,2A
boys,Alderton|boys,12,4,0.3333333333333333,Alderton,1A
boys,Alejandro Zamora|boys,3,0,0.0,Morgan Park,9A
boys,Alina Antonov|boys,4,3,0.75,River Oaks,8A
boys,Alina Belov|boys,4,2,0.5,Clear Lake,Group 2
boys,All Saints Episcopal|boys,10,5,0.5,All Saints Episcopal,3A
boys,Altamonte Civic Leadership Academy|boys,7,2,0.2857142857142857,Senator Gray,8A
boys,Altamonte|boys,6,2,0.3333333333333333,Altamonte,8A
boys,Amaia Aramburu North|boys,3,2,0.6666666666666666,Belmonte South,1A
boys,Amaia Aramburu|boys,5,3,0.6,K.B. Jackson,5A
boys,Amaia Echevarria|boys,9,7,0.7777777777777778,Redwood,Group 1
boys,Amaia Etxeberria|boys,6,3,0.5,Boyle Heights,Group 1
boys,Amalia Escobedo|boys,8,5,0.625,Petoskey Rock,7A
boys,Amelia Freeman North|boys,6,5,0.8333333333333334,Casco,5A
boys,Amelia|boys,10,5,0.5,Amelia,9A
boys,Amos Cross|boys,4,3,0.75,L.B. Johnson,9A
boys,Amos Moss|boys,7,6,0.8571428571428571,Robledo,7A
boys,Ander Aramburu|boys,4,1,0.25,Western Sky,Group 1
boys,Ander Arrieta|boys,5,1,0.2,Bolinas,6A
boys,Andrew Jackson North|boys,10,5,0.5,Chaparral,8A
boys,Andrés Ibarra|boys,3,2,0.6666666666666666,Monongahela,Group 1
boys,Andrés Valera North|boys,1,1,1.0,Pawnee,6A
boys,Andrés Valera|boys,3,1,0.3333333333333333,Basalt,4A
boys,Anneliese Halvorsen|boys,6,5,0.8333333333333334,Washington,8A
boys,Anneliese Ricci|boys,7,6,0.8571428571428571,Carondelet,9A
boys,Annie Springs Crater View|boys,7,2,0.2857142857142857,Crater View,8A
boys,Annie Springs|boys,10,5,0.5,Annie Springs,2A
boys,Antelope Butte|boys,7,3,0.42857142857142855,Antelope Butte,6A
boys,Anya Antonov|boys,3,2,0.6666666666666666,Mar Vista,9A
boys,Anya Belov|boys,4,0,0.0,Arroyo,4A
boys,Anya Orlov|boys,6,5,0.8333333333333334,Riviere Salee,1A
