gender,program_id,slot,n,wins,expected,resid,actual_pct,expected_pct,resid_pp,program_name,group
boys,Abbey Vale Orchard Hill|boys,D1,34,20,17.712077053037383,2.287922946962616,0.5882352941176471,0.5209434427363936,6.729185138125349,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,D2,34,16,18.0819912317888,-2.0819912317887996,0.47058823529411764,0.5318232715232,-6.123503622908233,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,D3,31,15,17.415997291439997,-2.415997291439995,0.4838709677419355,0.5618063642399999,-7.793539649806435,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,D4,31,16,16.82883937502471,-0.8288393750247106,0.5161290322580645,0.5428657862911197,-2.67367540330552,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,D5,3,2,1.9298468957829658,0.0701531042170343,0.6666666666666666,0.643282298594322,2.3384368072344675,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,S1,34,12,15.4276440498026,-3.4276440498026,0.35294117647058826,0.45375423675890003,-10.081306028831177,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,S2,27,10,13.73479968727635,-3.7347996872763503,0.37037037037037035,0.5086962847139389,-13.832591434356855,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,S3,27,11,13.779397627299177,-2.779397627299177,0.4074074074074074,0.5103480602703399,-10.294065286293247,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,S4,6,4,3.363618503166321,0.6363814968336792,0.6666666666666666,0.5606030838610535,10.606358280561313,B.T. Washington,2A
boys,Abbey Vale Orchard Hill|boys,S5,3,3,2.3328473436178787,0.6671526563821213,1.0,0.7776157812059595,22.238421879404047,B.T. Washington,2A
boys,Abraham Lincoln|boys,D1,34,12,16.02000022381601,-4.020000223816011,0.35294117647058826,0.4711764771710591,-11.823530070047084,Lincoln,8A
boys,Abraham Lincoln|boys,D2,34,13,15.445865357146603,-2.4458653571466025,0.38235294117647056,0.4542901575631354,-7.193721638666483,Lincoln,8A
boys,Abraham Lincoln|boys,D3,32,13,16.27019603710279,-3.2701960371027896,0.40625,0.5084436261594621,-10.219362615946215,Lincoln,8A
boys,Abraham Lincoln|boys,D4,28,15,12.79397965619188,2.2060203438081203,0.5357142857142857,0.4569278448639957,7.878644085029002,Lincoln,8A
boys,Abraham Lincoln|boys,D5,9,4,3.348660066299659,0.6513399337003412,0.4444444444444444,0.3720733406999621,7.23711037444823,Lincoln,8A
boys,Abraham Lincoln|boys,S1,34,28,26.883669284587125,1.1163307154128743,0.8235294117647058,0.790696155429033,3.28332563356728,Lincoln,8A
boys,Abraham Lincoln|boys,S2,34,25,26.625374947535168,-1.6253749475351689,0.7352941176470589,0.7830992631627991,-4.780514551574022,Lincoln,8A
boys,Abraham Lincoln|boys,S3,30,15,14.327345802402837,0.6726541975971629,0.5,0.4775781934134279,2.2421806586572113,Lincoln,8A
boys,Abraham Lincoln|boys,S4,11,4,5.014678196826405,-1.0146781968264047,0.36363636363636365,0.4558798360751277,-9.224347243876407,Lincoln,8A
boys,Abraham Lincoln|boys,S5,2,2,1.2975998554923422,0.7024001445076578,1.0,0.6487999277461711,35.120007225382885,Lincoln,8A
boys,Adela Robles North|boys,D1,35,25,24.995558344311597,0.0044416556884023795,0.7142857142857143,0.7141588098374742,0.012690444824015046,Cliffside,9A
boys,Adela Robles North|boys,D2,35,24,25.398248012957048,-1.3982480129570471,0.6857142857142857,0.72566422894163,-3.9949943227344242,Cliffside,9A
boys,Adela Robles North|boys,D3,32,23,21.562134297884423,1.4378657021155772,0.71875,0.6738166968088882,4.493330319111177,Cliffside,9A
boys,Adela Robles North|boys,D4,32,23,21.40207842120257,1.597921578797428,0.71875,0.6688149506625803,4.993504933741965,Cliffside,9A
boys,Adela Robles North|boys,D5,12,10,9.016673326079772,0.9833266739202283,0.8333333333333334,0.751389443839981,8.194388949335242,Cliffside,9A
boys,Adela Robles North|boys,S1,35,15,17.721229225790815,-2.721229225790815,0.42857142857142855,0.5063208350225947,-7.774940645116618,Cliffside,9A
boys,Adela Robles North|boys,S2,35,23,21.889680752837126,1.110319247162872,0.6571428571428571,0.6254194500810607,3.172340706179644,Cliffside,9A
boys,Adela Robles North|boys,S3,35,20,23.758968773745774,-3.7589687737457735,0.5714285714285714,0.6788276792498793,-10.73991078213079,Cliffside,9A
boys,Adela Robles North|boys,S4,15,9,9.233735059727957,-0.23373505972795794,0.6,0.6155823373151972,-1.5582337315197203,Cliffside,9A
boys,Adela Robles North|boys,S5,3,1,2.3341377481397156,-1.3341377481397156,0.3333333333333333,0.7780459160465719,-44.47125827132386,Cliffside,9A
boys,Adela Robles|boys,D1,30,21,23.301795131893893,-2.3017951318938934,0.7,0.7767265043964631,-7.672650439646311,Biloxi Heights,4A
boys,Adela Robles|boys,D2,30,23,22.701649805977876,0.2983501940221255,0.7666666666666667,0.7567216601992626,0.9945006467404149,Biloxi Heights,4A
boys,Adela Robles|boys,D3,28,23,21.456371572754943,1.5436284272450562,0.8214285714285714,0.7662989847412479,5.512958668732349,Biloxi Heights,4A
boys,Adela Robles|boys,D4,28,24,22.546433134972325,1.4535668650276734,0.8571428571428571,0.8052297548204402,5.191310232241686,Biloxi Heights,4A
boys,Adela Robles|boys,S1,30,25,23.55661662783606,1.4433833721639386,0.8333333333333334,0.785220554261202,4.811277907213141,Biloxi Heights,4A
boys,Adela Robles|boys,S2,22,20,17.261118872422575,2.7388811275774243,0.9090909090909091,0.7845963123828443,12.449459670806473,Biloxi Heights,4A
boys,Adela Robles|boys,S3,22,18,17.592252831193207,0.4077471688067945,0.8181818181818182,0.7996478559633275,1.8533962218490685,Biloxi Heights,4A
boys,Adela Robles|boys,S4,2,2,1.957588616840448,0.04241138315955206,1.0,0.978794308420224,2.120569157977603,Biloxi Heights,4A
boys,Adela Robles|boys,S5,2,2,1.9093270871464123,0.0906729128535877,1.0,0.9546635435732062,4.533645642679385,Biloxi Heights,4A
boys,Adela Villaseñor|boys,D1,34,17,16.748855223628375,0.2511447763716267,0.5,0.4926133889302463,0.738661106975369,Cape Jean,7A
